twinPointId,Site,Building,Level,Space,Equipment,deviceType,Point,pointType,pointSpecification,hasQuantity,unit,minPresValue,maxPresValue,pointAddress,description
244f8d3a-c2b1-4d4d-9cd3-c7dfa2438450,site_tokyo_001,building_A,level_2F,room_201,pac_008,dtmi:sbco:equipment:PackageAirConditioner:PAC_56GV:1,pac_008_setpoint_temp,temperature_setpoint,Setpoint,Temperature,celsius,18,30,41013,大会議室201 エアコン2 設定温度
365da9ce-1b93-47b7-8039-4e0531f64573,site_tokyo_001,building_A,level_2F,room_201,pac_008,dtmi:sbco:equipment:PackageAirConditioner:PAC_56GV:1,pac_008_return_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,31011,大会議室201 エアコン2 吸込温度
64f319b1-01aa-4823-b79b-aa1a54ad401b,site_tokyo_001,building_A,level_2F,room_201,pac_008,dtmi:sbco:equipment:PackageAirConditioner:PAC_56GV:1,pac_008_status,operation_status,Status,,,,,11011,大会議室201 エアコン2 運転状態
62233d27-3c2e-4099-87f1-76e1fad28440,site_tokyo_001,building_A,level_2F,room_201,pac_009,dtmi:sbco:equipment:PackageAirConditioner:PAC_56GV:1,pac_009_power,switch,Command,Active_Power,,,,41021,大会議室201 エアコン3 電源
d40d197e-d136-4a99-9e56-10f2dfb18757,site_tokyo_001,building_A,level_2F,room_201,pac_009,dtmi:sbco:equipment:PackageAirConditioner:PAC_56GV:1,pac_009_mode,operation_mode,Command,,,,,41022,大会議室201 エアコン3 運転モード
5805d31b-c582-42e2-b32c-65a20e162516,site_tokyo_001,building_A,level_2F,room_201,pac_009,dtmi:sbco:equipment:PackageAirConditioner:PAC_56GV:1,pac_009_setpoint_temp,temperature_setpoint,Setpoint,Temperature,celsius,18,30,41023,大会議室201 エアコン3 設定温度
ded51b57-f167-4cfc-9e88-a9398e2f1a95,site_tokyo_001,building_A,level_2F,room_201,pac_009,dtmi:sbco:equipment:PackageAirConditioner:PAC_56GV:1,pac_009_return_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,31021,大会議室201 エアコン3 吸込温度
b994cd2c-eeaa-42c0-a27c-ed1196046c6e,site_tokyo_001,building_A,level_2F,room_201,pac_009,dtmi:sbco:equipment:PackageAirConditioner:PAC_56GV:1,pac_009_status,operation_status,Status,,,,,11021,大会議室201 エアコン3 運転状態
16443aa4-3df2-4586-a311-fbfdcfbc9f08,site_tokyo_001,building_A,level_2F,room_201,lighting_010,dtmi:sbco:equipment:LightingFixture:LED_PNL_60W:1,lighting_010_switch,light_switch,Command,,,,,DO61,大会議室201 照明1 スイッチ
7132d272-80cb-4e5c-94aa-8b114a1f0a95,site_tokyo_001,building_A,level_2F,room_201,lighting_010,dtmi:sbco:equipment:LightingFixture:LED_PNL_60W:1,lighting_010_dimmer,dimmer_level,Setpoint,,percent,0,100,AO61,大会議室201 照明1 調光レベル
27ebbe43-d521-4e40-8eaf-7bc075ff0d28,site_tokyo_001,building_A,level_2F,room_201,lighting_010,dtmi:sbco:equipment:LightingFixture:LED_PNL_60W:1,lighting_010_status,light_status,Status,,,,,DI61,大会議室201 照明1 点灯状態
a14c3604-ded8-4e27-ab22-9a8e2d1553bf,site_tokyo_001,building_A,level_2F,room_201,lighting_011,dtmi:sbco:equipment:LightingFixture:LED_PNL_60W:1,lighting_011_switch,light_switch,Command,,,,,DO62,大会議室201 照明2 スイッチ
0b9c8e4b-34bf-45de-9c0f-4e10d7e00a82,site_tokyo_001,building_A,level_2F,room_201,lighting_011,dtmi:sbco:equipment:LightingFixture:LED_PNL_60W:1,lighting_011_dimmer,dimmer_level,Setpoint,,percent,0,100,AO62,大会議室201 照明2 調光レベル
cbb2df3a-f82b-4aa8-93bb-4b69bd23c355,site_tokyo_001,building_A,level_2F,room_201,lighting_011,dtmi:sbco:equipment:LightingFixture:LED_PNL_60W:1,lighting_011_status,light_status,Status,,,,,DI62,大会議室201 照明2 点灯状態
b0a231c1-e5fc-468b-8f09-1d562469dc3b,site_tokyo_001,building_A,level_2F,room_201,lighting_012,dtmi:sbco:equipment:LightingFixture:LED_PNL_60W:1,lighting_012_switch,light_switch,Command,,,,,DO63,大会議室201 照明3 スイッチ
b02afbaf-64dc-4867-800e-fcf012abff91,site_tokyo_001,building_A,level_2F,room_201,lighting_012,dtmi:sbco:equipment:LightingFixture:LED_PNL_60W:1,lighting_012_dimmer,dimmer_level,Setpoint,,percent,0,100,AO63,大会議室201 照明3 調光レベル
a1dba23c-2e35-4075-94f4-f88b538cf4ea,site_tokyo_001,building_A,level_2F,room_201,lighting_012,dtmi:sbco:equipment:LightingFixture:LED_PNL_60W:1,lighting_012_status,light_status,Status,,,,,DI63,大会議室201 照明3 点灯状態
1b3af221-0bc6-4064-b0c2-e4e4f41e62e2,site_tokyo_001,building_A,level_2F,room_201,sensor_014,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_014_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,301,大会議室201 環境センサー1 温度
4fc74fe6-d428-4b45-8585-ec5c9e5a3345,site_tokyo_001,building_A,level_2F,room_201,sensor_014,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_014_humidity,humidity_sensor,Measurement,Relative_Humidity,percent,0,100,302,大会議室201 環境センサー1 湿度
87c3ae30-51cd-4d26-86e0-3ccb0498278f,site_tokyo_001,building_A,level_2F,room_201,sensor_014,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_014_co2,co2_sensor,Measurement,CO2_Concentration,ppm,0,5000,303,大会議室201 環境センサー1 CO2濃度
3528c358-ad18-46dc-8a2d-efd7af9440a5,site_tokyo_001,building_A,level_2F,room_201,sensor_014,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_014_status,sensor_status,Status,,,,,400,大会議室201 環境センサー1 状態
279afa86-c3ee-4538-8743-c8d36ab81a00,site_tokyo_001,building_A,level_2F,room_201,sensor_015,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_015_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,311,大会議室201 環境センサー2 温度
67c276ee-5333-466e-ae91-995d7678ca07,site_tokyo_001,building_A,level_2F,room_201,sensor_015,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_015_humidity,humidity_sensor,Measurement,Relative_Humidity,percent,0,100,312,大会議室201 環境センサー2 湿度
37a3e0b3-4142-43d8-989c-4e89f7af434b,site_tokyo_001,building_A,level_2F,room_201,sensor_015,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_015_co2,co2_sensor,Measurement,CO2_Concentration,ppm,0,5000,313,大会議室201 環境センサー2 CO2濃度
f1f3f0aa-0bcd-4037-ab54-2be45688bc75,site_tokyo_001,building_A,level_2F,room_201,sensor_015,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_015_status,sensor_status,Status,,,,,410,大会議室201 環境センサー2 状態
80b90b13-4d12-4250-a515-08e20e848451,site_tokyo_001,building_A,level_2F,room_201,sensor_016,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_016_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,321,大会議室201 温度センサー3 温度
6364d341-be55-4e2b-86f7-e8ed97de9558,site_tokyo_001,building_A,level_2F,room_201,sensor_016,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_016_status,sensor_status,Status,,,,,420,大会議室201 温度センサー3 状態
ff42a4c1-20d5-408c-9385-c59f5175bbf2,site_tokyo_001,building_A,level_2F,room_202,pac_010,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_010_power,switch,Command,Active_Power,,,,41201,事務室202 エアコン1 電源
7fc780eb-57a0-4ba9-87b3-91eb07e92f8c,site_tokyo_001,building_A,level_2F,room_202,pac_010,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_010_mode,operation_mode,Command,,,,,41202,事務室202 エアコン1 運転モード
600a8d92-330d-4476-970c-1b2b1f76ef5b,site_tokyo_001,building_A,level_2F,room_202,pac_010,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_010_setpoint_temp,temperature_setpoint,Setpoint,Temperature,celsius,18,30,41203,事務室202 エアコン1 設定温度
f4182b6b-226a-494c-b2c4-6d9476badcd6,site_tokyo_001,building_A,level_2F,room_202,pac_010,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_010_return_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,31201,事務室202 エアコン1 吸込温度
020d149a-fdc0-4393-8320-6fe998136832,site_tokyo_001,building_A,level_2F,room_202,pac_010,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_010_status,operation_status,Status,,,,,11201,事務室202 エアコン1 運転状態
404f9bdf-18d8-44f2-9a31-e06a54c2a68c,site_tokyo_001,building_A,level_2F,room_202,lighting_013,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_013_switch,light_switch,Command,,,,,DO71,事務室202 照明1 スイッチ
a6015e08-20b4-400c-b890-7404707707d0,site_tokyo_001,building_A,level_2F,room_202,lighting_013,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_013_dimmer,dimmer_level,Setpoint,,percent,0,100,AO71,事務室202 照明1 調光レベル
9147d8ad-e672-4bfd-912a-0bec86126cf3,site_tokyo_001,building_A,level_2F,room_202,lighting_013,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_013_status,light_status,Status,,,,,DI71,事務室202 照明1 点灯状態
99c85b89-ddf3-42b7-a67f-876ee595c58f,site_tokyo_001,building_A,level_2F,room_202,lighting_014,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_014_switch,light_switch,Command,,,,,DO72,事務室202 照明2 スイッチ
6ad2ecad-5d71-4838-9aaa-ba99bde279db,site_tokyo_001,building_A,level_2F,room_202,lighting_014,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_014_dimmer,dimmer_level,Setpoint,,percent,0,100,AO72,事務室202 照明2 調光レベル
150e537c-bf9b-4d50-bec4-7521cef4963c,site_tokyo_001,building_A,level_2F,room_202,lighting_014,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_014_status,light_status,Status,,,,,DI72,事務室202 照明2 点灯状態
6d92dbc5-76ac-4263-b2fb-f0599275de56,site_tokyo_001,building_A,level_2F,room_202,sensor_017,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_017_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,331,事務室202 環境センサー1 温度
95db9a92-b3ee-446b-af65-b540ab615295,site_tokyo_001,building_A,level_2F,room_202,sensor_017,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_017_humidity,humidity_sensor,Measurement,Relative_Humidity,percent,0,100,332,事務室202 環境センサー1 湿度
b03975f0-7a70-4ce2-a2dc-54a7d822b4f3,site_tokyo_001,building_A,level_2F,room_202,sensor_017,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_017_co2,co2_sensor,Measurement,CO2_Concentration,ppm,0,5000,333,事務室202 環境センサー1 CO2濃度
121a5a81-ecb3-453a-8814-cbaa1805bafd,site_tokyo_001,building_A,level_2F,room_202,sensor_017,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_017_status,sensor_status,Status,,,,,430,事務室202 環境センサー1 状態
23f64550-8781-4574-8000-6835505828fb,site_tokyo_001,building_A,level_2F,room_202,sensor_018,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_018_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,341,事務室202 温度センサー2 温度
c1ecf8e0-793a-4401-b09f-12bfb0324a13,site_tokyo_001,building_A,level_2F,room_202,sensor_018,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_018_status,sensor_status,Status,,,,,440,事務室202 温度センサー2 状態
3759cbc5-28af-458e-b0df-b5e8b6526693,site_tokyo_001,building_A,level_2F,room_203,pac_011,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_011_power,switch,Command,Active_Power,,,,41301,事務室203 エアコン1 電源
eabdb849-1456-4360-ba05-43f98858cd31,site_tokyo_001,building_A,level_2F,room_203,pac_011,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_011_mode,operation_mode,Command,,,,,41302,事務室203 エアコン1 運転モード
6e888d56-e434-44df-ab9a-ec25c278276a,site_tokyo_001,building_A,level_2F,room_203,pac_011,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_011_setpoint_temp,temperature_setpoint,Setpoint,Temperature,celsius,18,30,41303,事務室203 エアコン1 設定温度
0a361748-c0e5-4865-b736-84ab437d910f,site_tokyo_001,building_A,level_2F,room_203,pac_011,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_011_return_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,31301,事務室203 エアコン1 吸込温度
601bed5c-1f8a-4443-8272-72ed1dc90e21,site_tokyo_001,building_A,level_2F,room_203,pac_011,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_011_status,operation_status,Status,,,,,11301,事務室203 エアコン1 運転状態
ac0ec54f-98ff-466c-a02c-2da5882fd00a,site_tokyo_001,building_A,level_2F,room_203,lighting_015,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_015_switch,light_switch,Command,,,,,DO81,事務室203 照明1 スイッチ
8470702e-a794-401e-9abf-587a2c49810b,site_tokyo_001,building_A,level_2F,room_203,lighting_015,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_015_dimmer,dimmer_level,Setpoint,,percent,0,100,AO81,事務室203 照明1 調光レベル
292ccf2f-61b6-48c4-816d-58d6f891ffc5,site_tokyo_001,building_A,level_2F,room_203,lighting_015,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_015_status,light_status,Status,,,,,DI81,事務室203 照明1 点灯状態
0dfad5fa-56c6-4dbf-84dc-3b5817e12c90,site_tokyo_001,building_A,level_2F,room_203,lighting_016,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_016_switch,light_switch,Command,,,,,DO82,事務室203 照明2 スイッチ
92484ff9-bf3c-44d2-8795-e7634a15042f,site_tokyo_001,building_A,level_2F,room_203,lighting_016,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_016_dimmer,dimmer_level,Setpoint,,percent,0,100,AO82,事務室203 照明2 調光レベル
f6d486b7-aff7-4854-bfcc-c87432716054,site_tokyo_001,building_A,level_2F,room_203,lighting_016,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_016_status,light_status,Status,,,,,DI82,事務室203 照明2 点灯状態
0670415c-6a03-4e03-8ac4-0cad7028228f,site_tokyo_001,building_A,level_2F,room_203,sensor_019,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_019_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,351,事務室203 環境センサー1 温度
81dea382-fbf0-4b73-9e94-e38c295dfe98,site_tokyo_001,building_A,level_2F,room_203,sensor_019,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_019_humidity,humidity_sensor,Measurement,Relative_Humidity,percent,0,100,352,事務室203 環境センサー1 湿度
1027b991-3f5a-4b53-9907-605cabc2301d,site_tokyo_001,building_A,level_2F,room_203,sensor_019,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_019_co2,co2_sensor,Measurement,CO2_Concentration,ppm,0,5000,353,事務室203 環境センサー1 CO2濃度
b7e2428f-6667-40e6-a180-21c64e7bf265,site_tokyo_001,building_A,level_2F,room_203,sensor_019,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_019_status,sensor_status,Status,,,,,450,事務室203 環境センサー1 状態
0941e924-8b48-4a48-9570-f2d849289003,site_tokyo_001,building_A,level_2F,room_203,sensor_020,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_020_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,361,事務室203 温度センサー2 温度
90701a13-fa4c-46c5-b9f0-6d640f5a74bd,site_tokyo_001,building_A,level_2F,room_203,sensor_020,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_020_status,sensor_status,Status,,,,,460,事務室203 温度センサー2 状態
f486c9fb-071a-4375-b2c7-f244fb1aa6c7,site_tokyo_001,building_A,level_2F,room_204,pac_012,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_012_power,switch,Command,Active_Power,,,,41401,応接室204 エアコン1 電源
4caf0cc9-2e84-4a75-b9ec-3cb96f3c34b1,site_tokyo_001,building_A,level_2F,room_204,pac_012,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_012_mode,operation_mode,Command,,,,,41402,応接室204 エアコン1 運転モード
781cf11e-46f5-4f98-a794-81ab16810e2f,site_tokyo_001,building_A,level_2F,room_204,pac_012,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_012_setpoint_temp,temperature_setpoint,Setpoint,Temperature,celsius,18,30,41403,応接室204 エアコン1 設定温度
dacf101d-00d1-4d77-8500-77e90ff71355,site_tokyo_001,building_A,level_2F,room_204,pac_012,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_012_return_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,31401,応接室204 エアコン1 吸込温度
43b88274-3103-4d10-a467-f946dd335e99,site_tokyo_001,building_A,level_2F,room_204,pac_012,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_012_status,operation_status,Status,,,,,11401,応接室204 エアコン1 運転状態
3a63c17c-74aa-4b38-92c8-a6385d85ecc9,site_tokyo_001,building_A,level_2F,room_204,lighting_017,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_017_switch,light_switch,Command,,,,,DO91,応接室204 ダウンライト1 スイッチ
362a71ce-967c-4711-a9c1-3f790ed028ed,site_tokyo_001,building_A,level_2F,room_204,lighting_017,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_017_dimmer,dimmer_level,Setpoint,,percent,0,100,AO91,応接室204 ダウンライト1 調光レベル
9e3b94ea-9fac-492d-b6dc-0652483d0a48,site_tokyo_001,building_A,level_2F,room_204,lighting_017,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_017_status,light_status,Status,,,,,DI91,応接室204 ダウンライト1 点灯状態
325927d2-72e2-400e-aea7-0da6773c134d,site_tokyo_001,building_A,level_2F,room_204,lighting_018,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_018_switch,light_switch,Command,,,,,DO92,応接室204 ダウンライト2 スイッチ
efd2f9fc-4a4d-43c6-8839-bc0d9e939d20,site_tokyo_001,building_A,level_2F,room_204,lighting_018,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_018_dimmer,dimmer_level,Setpoint,,percent,0,100,AO92,応接室204 ダウンライト2 調光レベル
4c09375b-a8b1-4184-820b-15cbfdd97e2c,site_tokyo_001,building_A,level_2F,room_204,lighting_018,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_018_status,light_status,Status,,,,,DI92,応接室204 ダウンライト2 点灯状態
146c69c6-b1a7-4996-b0ff-d596f508fcdd,site_tokyo_001,building_A,level_2F,room_204,sensor_021,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_021_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,371,応接室204 環境センサー1 温度
79b5a55e-63cd-43fa-9a7b-5eb7c8d79ec3,site_tokyo_001,building_A,level_2F,room_204,sensor_021,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_021_humidity,humidity_sensor,Measurement,Relative_Humidity,percent,0,100,372,応接室204 環境センサー1 湿度
5fa5d74a-179d-44d5-921a-5ff86eeb7101,site_tokyo_001,building_A,level_2F,room_204,sensor_021,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_021_co2,co2_sensor,Measurement,CO2_Concentration,ppm,0,5000,373,応接室204 環境センサー1 CO2濃度
390b00d7-b19b-476f-bf4d-b779b213286b,site_tokyo_001,building_A,level_2F,room_204,sensor_021,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_021_status,sensor_status,Status,,,,,470,応接室204 環境センサー1 状態
ae1b57ce-1941-4438-bb41-ecffe501ec1f,site_tokyo_001,building_A,level_2F,room_204,sensor_022,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_022_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,381,応接室204 温度センサー2 温度
46b5c565-d593-4535-b016-107406e87543,site_tokyo_001,building_A,level_2F,room_204,sensor_022,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_022_status,sensor_status,Status,,,,,480,応接室204 温度センサー2 状態
dfd2b647-becd-43ac-8cbb-3a854835129c,site_tokyo_001,building_A,level_2F,room_205,lighting_019,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_019_switch,light_switch,Command,,,,,DO101,資料室205 照明1 スイッチ
0370a8bb-ed10-4198-8665-b4ca65e7611c,site_tokyo_001,building_A,level_2F,room_205,lighting_019,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_019_status,light_status,Status,,,,,DI101,資料室205 照明1 点灯状態
38f4f9b3-ac43-4cb3-90d9-f5a0302816a8,site_tokyo_001,building_A,level_2F,room_205,sensor_023,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_023_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,391,資料室205 温度センサー1 温度
666ae1c8-ad3e-44f3-bb1b-5f87a0d274fe,site_tokyo_001,building_A,level_2F,room_205,sensor_023,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_023_status,sensor_status,Status,,,,,490,資料室205 温度センサー1 状態
d5fe98af-d20c-41a9-a0f9-14fa1fdcf7b2,site_tokyo_001,building_A,level_2F,room_205,sensor_024,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_024_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,401,資料室205 温度センサー2 温度
f8fa5133-5ebd-4339-ac39-e9a33def7bea,site_tokyo_001,building_A,level_2F,room_205,sensor_024,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_024_status,sensor_status,Status,,,,,500,資料室205 温度センサー2 状態
bca8244f-538a-470a-a2e1-be6b236a97e4,site_tokyo_001,building_A,level_3F,room_301,pac_013,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_013_power,switch,Command,Active_Power,,,,42001,役員室301 エアコン1 電源
3d9309dc-45f8-4def-8563-237eca23268d,site_tokyo_001,building_A,level_3F,room_301,pac_013,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_013_mode,operation_mode,Command,,,,,42002,役員室301 エアコン1 運転モード
1b8a7cb9-d894-4055-827a-43cd4498a922,site_tokyo_001,building_A,level_3F,room_301,pac_013,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_013_setpoint_temp,temperature_setpoint,Setpoint,Temperature,celsius,18,30,42003,役員室301 エアコン1 設定温度
c224065d-f0a2-495c-984d-4d5b3d607963,site_tokyo_001,building_A,level_3F,room_301,pac_013,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_013_return_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,32001,役員室301 エアコン1 吸込温度
d560743d-622c-4d91-b1a2-c92da8bc58cf,site_tokyo_001,building_A,level_3F,room_301,pac_013,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_013_status,operation_status,Status,,,,,12001,役員室301 エアコン1 運転状態
680e2fa6-b727-4d2d-847a-c019a1c8f823,site_tokyo_001,building_A,level_3F,room_301,lighting_020,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_020_switch,light_switch,Command,,,,,DO111,役員室301 ダウンライト1 スイッチ
b9e3bd97-b392-44ba-b33d-3acd1a257af7,site_tokyo_001,building_A,level_3F,room_301,lighting_020,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_020_dimmer,dimmer_level,Setpoint,,percent,0,100,AO111,役員室301 ダウンライト1 調光レベル
10c2a128-3cc7-48d8-9de9-2efe74b8dda1,site_tokyo_001,building_A,level_3F,room_301,lighting_020,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_020_status,light_status,Status,,,,,DI111,役員室301 ダウンライト1 点灯状態
69492076-eadd-48b0-b39f-8bf66b2aeb79,site_tokyo_001,building_A,level_3F,room_301,lighting_021,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_021_switch,light_switch,Command,,,,,DO112,役員室301 ダウンライト2 スイッチ
b43d11dc-172f-4f18-aeff-c49007c61e58,site_tokyo_001,building_A,level_3F,room_301,lighting_021,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_021_dimmer,dimmer_level,Setpoint,,percent,0,100,AO112,役員室301 ダウンライト2 調光レベル
f9fe0037-0308-42d0-95e3-7235d62d5b35,site_tokyo_001,building_A,level_3F,room_301,lighting_021,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_021_status,light_status,Status,,,,,DI112,役員室301 ダウンライト2 点灯状態
9a652993-c58f-496d-b06a-a25da7c674a6,site_tokyo_001,building_A,level_3F,room_301,lighting_022,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_022_switch,light_switch,Command,,,,,DO113,役員室301 ダウンライト3 スイッチ
cbad536d-e03e-4fca-8e4d-b0d1159201a1,site_tokyo_001,building_A,level_3F,room_301,lighting_022,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_022_dimmer,dimmer_level,Setpoint,,percent,0,100,AO113,役員室301 ダウンライト3 調光レベル
cdfb8b37-5e4d-4759-b96b-500dd387565e,site_tokyo_001,building_A,level_3F,room_301,lighting_022,dtmi:sbco:equipment:LightingFixture:LED_DL_20W:1,lighting_022_status,light_status,Status,,,,,DI113,役員室301 ダウンライト3 点灯状態
e3dd1622-8ffa-449e-a128-89eb4236efd8,site_tokyo_001,building_A,level_3F,room_301,sensor_025,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_025_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,501,役員室301 環境センサー1 温度
747d0cf3-96e0-4b2f-8dce-ff4c92a5cbf0,site_tokyo_001,building_A,level_3F,room_301,sensor_025,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_025_humidity,humidity_sensor,Measurement,Relative_Humidity,percent,0,100,502,役員室301 環境センサー1 湿度
48548b35-c1c0-4f0b-9376-a395a84665e6,site_tokyo_001,building_A,level_3F,room_301,sensor_025,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_025_co2,co2_sensor,Measurement,CO2_Concentration,ppm,0,5000,503,役員室301 環境センサー1 CO2濃度
